idx_p,metric,value,time,first_stage_decision
28,obj_std,27775.25555843563,0.06999993324279785,"[0.0, 0.0, 0.0, 0.0, 205.6502674112571]"
28,reopt_std,27595.679609434348,0.11100006103515625,
28,deterministic,24725.04480411491,0.003999948501586914,"[0.0, 0.0, 0.0, 0.0, 200.0]"
28,reopt_deterministic,27570.1983951079,0.10100007057189941,
28,ws,24861.95561999617,0.07899999618530273,
28,obj_ldr,37665.586846994825,0.03099989891052246,"[0.0, 0.0, 0.0, 0.0, 280.0]"
28,reopt_ldr,31293.70600327878,0.06500005722045898,
28,dr_ldr,37630.511212124235,0.0,
29,obj_std,26415.344712446098,0.0820000171661377,"[151.60710277165114, 0.0, 44.19226147838131, 0.0, 0.0]"
29,reopt_std,26587.99468939017,0.125,
29,deterministic,23790.489620820514,0.003999948501586914,"[150.0, 0.0, 50.0, 0.0, 0.0]"
29,reopt_deterministic,26578.547207825224,0.12199997901916504,
29,ws,23706.651487918763,0.06299996376037598,
29,obj_ldr,37395.4516340664,0.03800010681152344,"[190.0, 0.0, 90.0, 0.0, 0.0]"
29,reopt_ldr,30713.818426297163,0.08899998664855957,
29,dr_ldr,37395.13816528827,0.0,
30,obj_std,25874.982365746044,0.09800004959106445,"[0.0, 0.0, 0.0, 205.06105288087707, 0.0]"
30,reopt_std,25751.904072567715,0.10500001907348633,
30,deterministic,23038.73879354773,0.003999948501586914,"[0.0, 0.0, 0.0, 200.0, 0.0]"
30,reopt_deterministic,25743.370372145528,0.10599994659423828,
30,ws,23214.609625344925,0.07899999618530273,
30,obj_ldr,35154.62813767197,0.029999971389770508,"[0.0, 0.0, 0.0, 360.0, 0.0]"
30,reopt_ldr,35207.23893250978,0.06299996376037598,
30,dr_ldr,35207.23893250978,0.0,
